p_name_list|price_list|specifications_list|rating_list|product_url_list|thumbnail_list
realme 9 (Sunburst Gold, 128 GB)|₹20,999|"6 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ AMOLED Display
108MP + 8MP + 2MP | 16MP Front Camera
5000 mAh Lithium Ion Battery
Qualcomm Snapdragon 680 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"|4.3|https://www.flipkart.com/realme-9-sunburst-gold-128-gb/p/itm73722a6d35d36?pid=MOBGDYSHHVWMECHS&lid=LSTMOBGDYSHHVWMECHSTFXBTZ&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_1_11&otracker=search&iid=a8b783bf-7257-44cf-82c7-e54db8aebb2b.MOBGDYSHHVWMECHS.SEARCH&ssid=28gt26bwhffocsn41653078128485&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/l1mh7rk0/mobile/j/c/d/-original-imagd5zqykhtmsda.jpeg?q=70
realme Narzo 50A (Oxygen Blue, 64 GB)|₹12,999|"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
50MP + 2MP + 2MP | 8MP Front Camera
6000 mAh Battery
MediaTek Helio G85 Processor
1 Year Warranty for Mobile and 6 Months for Accessories"|4.4|https://www.flipkart.com/realme-narzo-50a-oxygen-blue-64-gb/p/itm81d679403c2b4?pid=MOBG6MY4UGGFQWYY&lid=LSTMOBG6MY4UGGFQWYY0MIXVS&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_1_12&otracker=search&iid=a8b783bf-7257-44cf-82c7-e54db8aebb2b.MOBG6MY4UGGFQWYY.SEARCH&ssid=28gt26bwhffocsn41653078128485&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/ktx9si80/mobile/d/n/p/narzo-50a-rmx3430-realme-original-imag75kymngzyabx.jpeg?q=70
realme Narzo 50A (Oxygen Green, 64 GB)|₹12,999|"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
50MP + 2MP + 2MP | 8MP Front Camera
6000 mAh Battery
MediaTek Helio G85 Processor
1 Year Warranty for Mobile and 6 Months for Accessories"|4.4|https://www.flipkart.com/realme-narzo-50a-oxygen-green-64-gb/p/itm81d679403c2b4?pid=MOBG6MY4X6JDZMGG&lid=LSTMOBG6MY4X6JDZMGGMM9YLF&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_1_13&otracker=search&iid=a8b783bf-7257-44cf-82c7-e54db8aebb2b.MOBG6MY4X6JDZMGG.SEARCH&ssid=28gt26bwhffocsn41653078128485&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/ktx9si80/mobile/q/a/c/narzo-50a-rmx3430-realme-original-imag75kybaer8scz.jpeg?q=70
realme 9 (Stargaze White, 128 GB)|₹20,999|"6 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ AMOLED Display
108MP + 8MP + 2MP | 16MP Front Camera
5000 mAh Lithium Ion Battery
Qualcomm Snapdragon 680 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"|4.3|https://www.flipkart.com/realme-9-stargaze-white-128-gb/p/itm73722a6d35d36?pid=MOBGDYSHUGUDPEY4&lid=LSTMOBGDYSHUGUDPEY4MMBTA2&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_1_14&otracker=search&iid=a8b783bf-7257-44cf-82c7-e54db8aebb2b.MOBGDYSHUGUDPEY4.SEARCH&ssid=28gt26bwhffocsn41653078128485&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/l1mh7rk0/mobile/2/g/u/-original-imagd5zqqmjz5hmy.jpeg?q=70
realme 9i (Prism Black, 128 GB)|₹17,999|"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium ion Battery
Qualcomm Snapdragon 680 (SM6225) Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"|4.4|https://www.flipkart.com/realme-9i-prism-black-128-gb/p/itm3e9987219f652?pid=MOBG9VGV65TK6YZG&lid=LSTMOBG9VGV65TK6YZGVSIO3T&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_1_15&otracker=search&iid=a8b783bf-7257-44cf-82c7-e54db8aebb2b.MOBG9VGV65TK6YZG.SEARCH&ssid=28gt26bwhffocsn41653078128485&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/ky90scw0/mobile/m/r/u/-original-imagagnffruu7ptd.jpeg?q=70
realme 9i (Prism Black, 64 GB)|₹15,999|"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium ion Battery
Qualcomm Snapdragon 680 (SM6225) Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"|4.5|https://www.flipkart.com/realme-9i-prism-black-64-gb/p/itm3e9987219f652?pid=MOBG9VGVYG2XHZGR&lid=LSTMOBG9VGVYG2XHZGRXF8S1K&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_1_16&otracker=search&iid=a8b783bf-7257-44cf-82c7-e54db8aebb2b.MOBG9VGVYG2XHZGR.SEARCH&ssid=28gt26bwhffocsn41653078128485&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/ky90scw0/mobile/m/r/u/-original-imagagnffruu7ptd.jpeg?q=70
realme 9i (Prism Blue, 128 GB)|₹17,999|"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium ion Battery
Qualcomm Snapdragon 680 (SM6225) Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"|4.4|https://www.flipkart.com/realme-9i-prism-blue-128-gb/p/itm3e9987219f652?pid=MOBG9VGV2Q9PDXHN&lid=LSTMOBG9VGV2Q9PDXHNDMVYNZ&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_1_17&otracker=search&iid=a8b783bf-7257-44cf-82c7-e54db8aebb2b.MOBG9VGV2Q9PDXHN.SEARCH&ssid=28gt26bwhffocsn41653078128485&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/ky90scw0/mobile/s/5/d/-original-imagagnfgh6ed7tp.jpeg?q=70
realme Narzo 50A (Oxygen Blue, 128 GB)|₹13,999|"4 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.51 cm (6.5 inch) HD+ Display
50MP + 2MP + 2MP | 8MP Front Camera
6000 mAh Battery
MediaTek Helio G85 Processor
1 Year Warranty for Mobile and 6 Months for Accessories"|4.4|https://www.flipkart.com/realme-narzo-50a-oxygen-blue-128-gb/p/itm81d679403c2b4?pid=MOBG6MY4JGHHADW8&lid=LSTMOBG6MY4JGHHADW8WRSXX9&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_1_18&otracker=search&iid=a8b783bf-7257-44cf-82c7-e54db8aebb2b.MOBG6MY4JGHHADW8.SEARCH&ssid=28gt26bwhffocsn41653078128485&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/ktx9si80/mobile/d/n/p/narzo-50a-rmx3430-realme-original-imag75kymngzyabx.jpeg?q=70
realme 9i (Prism Blue, 64 GB)|₹15,999|"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium ion Battery
Qualcomm Snapdragon 680 (SM6225) Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"|4.5|https://www.flipkart.com/realme-9i-prism-blue-64-gb/p/itm3e9987219f652?pid=MOBG9VGVKUM4XNRR&lid=LSTMOBG9VGVKUM4XNRRK3F43H&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_1_19&otracker=search&iid=a8b783bf-7257-44cf-82c7-e54db8aebb2b.MOBG9VGVKUM4XNRR.SEARCH&ssid=28gt26bwhffocsn41653078128485&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/ky90scw0/mobile/s/5/d/-original-imagagnfgh6ed7tp.jpeg?q=70
MOTOROLA G60 (Moonless, 128 GB)|₹21,999|"6 GB RAM | 128 GB ROM
17.22 cm (6.78 inch) Full HD+ Display
108MP + 8MP + 2MP | 32MP Front Camera
6000 mAh Battery
Qualcomm Snapdragon 732G Processor
120Hz Refresh Rate
Stock Android Experience
1 Year on Handset and 6 Months on Accessories"|4.2|https://www.flipkart.com/motorola-g60-moonless-128-gb/p/itma894654fddb46?pid=MOBG9CJ6KRYW4NJT&lid=LSTMOBG9CJ6KRYW4NJTP2I8X0&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_1_20&otracker=search&iid=a8b783bf-7257-44cf-82c7-e54db8aebb2b.MOBG9CJ6KRYW4NJT.SEARCH&ssid=28gt26bwhffocsn41653078128485&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/l0o6nbk0/mobile/y/s/e/-original-imagceu559m75mks.jpeg?q=70
realme C35 (Glowing Black, 64 GB)|₹13,999|"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 2MP + 0.3MP | 8MP Front Camera
5000 mAh Lithium Polymer Battery
Unisoc Tiger T616 Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"|4.4|https://www.flipkart.com/realme-c35-glowing-black-64-gb/p/itmafb045222b2cf?pid=MOBGBTHFDQXQEGNS&lid=LSTMOBGBTHFDQXQEGNSZWXHXJ&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_1_21&otracker=search&iid=a8b783bf-7257-44cf-82c7-e54db8aebb2b.MOBGBTHFDQXQEGNS.SEARCH&ssid=28gt26bwhffocsn41653078128485&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/l0fm07k0/mobile/1/k/g/-original-imagc7ukmgugpdfy.jpeg?q=70
realme C35 (Glowing Green, 64 GB)|₹13,999|"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.76 cm (6.6 inch) Full HD+ Display
50MP + 2MP + 0.3MP | 8MP Front Camera
5000 mAh Lithium Polymer Battery
Unisoc Tiger T616 Processor
1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"|4.4|https://www.flipkart.com/realme-c35-glowing-green-64-gb/p/itmafb045222b2cf?pid=MOBGBTHFSKHF8RAU&lid=LSTMOBGBTHFSKHF8RAUQONXWY&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_1_22&otracker=search&iid=a8b783bf-7257-44cf-82c7-e54db8aebb2b.MOBGBTHFSKHF8RAU.SEARCH&ssid=28gt26bwhffocsn41653078128485&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/l0fm07k0/mobile/y/g/i/-original-imagc7ryyhrrcgxh.jpeg?q=70
vivo T1 5G (Starlight Black, 128 GB)|₹19,990|"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.71 cm (6.58 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium Battery
Qualcomm Snapdragon 695 Processor
1 Year Handset and 6 Months Accessories"|4.3|https://www.flipkart.com/vivo-t1-5g-starlight-black-128-gb/p/itm594222523bd8f?pid=MOBGB9TYNDFYKNQ6&lid=LSTMOBGB9TYNDFYKNQ6FPMNDZ&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_1_23&otracker=search&iid=a8b783bf-7257-44cf-82c7-e54db8aebb2b.MOBGB9TYNDFYKNQ6.SEARCH&ssid=28gt26bwhffocsn41653078128485&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/kzd147k0/mobile/d/1/b/-original-imagbe5qddy9xr6y.jpeg?q=70
POCO C31 (Shadow Gray, 64 GB)|₹11,999|"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB
16.59 cm (6.53 inch) HD+ Display
13MP + 2MP + 2MP | 5MP Front Camera
5000 mAh Lithium-ion Polymer Battery
MediaTek Helio G35 Processor
1 Year Warranty for Handset, 6 Months for Accessories"|4.4|https://www.flipkart.com/poco-c31-shadow-gray-64-gb/p/itm162375acb8370?pid=MOBG73E7UBFXXMCH&lid=LSTMOBG73E7UBFXXMCHYSYSJR&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_1_24&otracker=search&iid=a8b783bf-7257-44cf-82c7-e54db8aebb2b.MOBG73E7UBFXXMCH.SEARCH&ssid=28gt26bwhffocsn41653078128485&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/ku4ezrk0/mobile/b/o/m/c31-mzb0a0min-poco-original-imag7bzqxekkpkrv.jpeg?q=70
vivo T1 5G (Rainbow Fantasy, 128 GB)|₹19,990|"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.71 cm (6.58 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium Battery
Qualcomm Snapdragon 695 Processor
1 Year Handset and 6 Months Accessories"|4.3|https://www.flipkart.com/vivo-t1-5g-rainbow-fantasy-128-gb/p/itm594222523bd8f?pid=MOBGB9TYGW5NGXVH&lid=LSTMOBGB9TYGW5NGXVHAMNS12&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_2_25&otracker=search&iid=337a1305-ae8e-4e4d-99c6-a48672754ce2.MOBGB9TYGW5NGXVH.SEARCH&ssid=z39pwd259k3ut3b41653078135915&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/kzd147k0/mobile/m/c/f/-original-imagbe5qknarjywp.jpeg?q=70
vivo T1 5G (Rainbow Fantasy, 128 GB)|₹20,990|"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.71 cm (6.58 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium Battery
Qualcomm Snapdragon 695 Processor
1 Year Handset and 6 Months Accessories"|4.4|https://www.flipkart.com/vivo-t1-5g-rainbow-fantasy-128-gb/p/itm594222523bd8f?pid=MOBGB9TYFQR3FQZT&lid=LSTMOBGB9TYFQR3FQZTWOTIUO&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_2_26&otracker=search&iid=337a1305-ae8e-4e4d-99c6-a48672754ce2.MOBGB9TYFQR3FQZT.SEARCH&ssid=z39pwd259k3ut3b41653078135915&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/kzd147k0/mobile/m/c/f/-original-imagbe5qknarjywp.jpeg?q=70
vivo T1 5G (Starlight Black, 128 GB)|₹20,990|"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
16.71 cm (6.58 inch) Full HD+ Display
50MP + 2MP + 2MP | 16MP Front Camera
5000 mAh Lithium Battery
Qualcomm Snapdragon 695 Processor
1 Year Handset and 6 Months Accessories"|4.4|https://www.flipkart.com/vivo-t1-5g-starlight-black-128-gb/p/itm594222523bd8f?pid=MOBGB9TYF7P7RNYX&lid=LSTMOBGB9TYF7P7RNYX6DFNDB&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_2_27&otracker=search&iid=337a1305-ae8e-4e4d-99c6-a48672754ce2.MOBGB9TYF7P7RNYX.SEARCH&ssid=z39pwd259k3ut3b41653078135915&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/kzd147k0/mobile/d/1/b/-original-imagbe5qddy9xr6y.jpeg?q=70
POCO M3 Pro 5G (Yellow, 64 GB)|₹15,999|"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.51 cm (6.5 inch) Full HD+ Display
48MP + 2MP + 2MP | 8MP Front Camera
5000 mAh Lithium-ion Polymer Battery
MediaTek Dimensity 700 Processor
Multiple Hands-free Voice Assistant
One Year Warranty for Handset, 6 Months for Accessories"|4.3|https://www.flipkart.com/poco-m3-pro-5g-yellow-64-gb/p/itm51fb555f11b66?pid=MOBG3P55T4HQZBGC&lid=LSTMOBG3P55T4HQZBGC0XVZM2&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_2_28&otracker=search&iid=337a1305-ae8e-4e4d-99c6-a48672754ce2.MOBG3P55T4HQZBGC.SEARCH&ssid=z39pwd259k3ut3b41653078135915&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/kpmy8i80/mobile/x/q/n/m3-pro-5g-mzb0956in-poco-original-imag3th5e4thsxjt.jpeg?q=70
realme 9 (Stargaze White, 128 GB)|₹22,999|"8 GB RAM | 128 GB ROM | Expandable Upto 256 GB
16.26 cm (6.4 inch) Full HD+ AMOLED Display
108MP + 8MP + 2MP | 16MP Front Camera
5000 mAh Lithium Ion Battery
Qualcomm Snapdragon 680 Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories"|4.3|https://www.flipkart.com/realme-9-stargaze-white-128-gb/p/itm73722a6d35d36?pid=MOBGDYSHHURXMSH6&lid=LSTMOBGDYSHHURXMSH6QKOOH7&marketplace=FLIPKART&q=smartphones&store=tyy%2F4io&srno=s_2_29&otracker=search&iid=337a1305-ae8e-4e4d-99c6-a48672754ce2.MOBGDYSHHURXMSH6.SEARCH&ssid=z39pwd259k3ut3b41653078135915&qH=6ea4465d0add4685|https://rukminim2.flixcart.com/image/312/312/l1mh7rk0/mobile/2/g/u/-original-imagd5zqqmjz5hmy.jpeg?q=70
